(-15750,-13519)
(16624,17457)
(-27068,-14129)
(-15162,32091)
(8324,32163)
(28974,-11995)
(-31751,-19146)
(-29727,-22922)
(22220,9207)
(-27810,-6809)
(-13264,26475)
(14714,-7157)
(3016,-24447)
(1782,1671)
(-5031,2552)
(-2299,16428)
(1822,9934)
(10521,11001)
(-6164,-17582)
(-25316,20965)
(-13889,-4671)
(-17023,-14059)
(15318,-31467)
(-15837,17997)
(29032,3842)
(6373,-18025)
(26780,-18556)
(18784,14181)
(-6343,-3325)
(14623,23575)
(32484,-25043)
(-12525,-12767)
(-21739,32674)
(-9418,10364)
(3532,-5750)
(-20034,-8428)
(-3123,27955)
(-31963,5597)
(-28609,-10814)
(485,-26354)
(-17171,-21690)
(19940,32174)
(-26270,-27528)
(-18190,-28982)
(-7207,-7385)
(15969,11773)
(22433,-8050)
(28775,7486)
(17796,-14088)
(16131,-2465)
(23771,28178)
(20319,-13398)
(6285,22504)
(-17936,13516)
(26154,-24201)
(25486,23270)
(17038,-31216)
(-5209,14983)
(-4605,-28212)
(-13859,7576)
(25441,12998)
(-13346,30850)
(-22926,-1791)
(29426,12982)
(14552,24464)
(9208,16381)
(6528,26989)
(2041,11826)
(10331,-2913)
(-28469,-24356)
(-25329,3833)
(-18102,-32445)
(25806,-2080)
(-7488,29889)
(-3556,30595)
(22121,28080)
(-30631,30037)
(-22749,25634)
(-5243,13751)
(-20272,15367)
(-21221,-3695)
(16354,14282)
(4255,-19339)
(-28231,31521)
(-9778,15103)
(-25530,-25808)
(26849,-18117)
(16127,2004)
(13283,5991)
(-19126,13376)
(31593,-11729)
(5305,-6427)
(14826,6637)
(-10960,7690)
(-23373,29341)
(-10353,29206)
(-10762,7233)
(13635,-22652)
(18645,-24843)
(-4645,16056)
(-28267,932)
(28670,-11894)
(5789,3562)
(7546,9262)
(-30466,-28529)
(31009,-27116)
(7235,11091)
(-26691,1858)
(-8897,-32474)
(15168,-19244)
(13943,-25896)
(-19680,-23694)
(13724,-3308)
(1083,31689)
(28109,32616)
(18393,-11559)
(-32215,19347)
(27231,-30731)
(-30364,-29472)
(-11997,-25788)
(-5684,28988)
(-9747,-3953)
(-31841,1980)
(27715,933)
(1039,-17389)
(10071,5429)
(-17544,-16706)
(16915,-11568)
(-8988,1307)
(2408,18656)
(21527,-30254)
(-18093,26540)
(-18900,-10063)
(-12163,-22447)
(-17602,4294)
(9052,-19805)
(-16262,-17043)
(26412,-21338)
(-23175,-5142)
(8335,-26914)
(-29588,16805)
(-31705,-3557)
(12646,-12998)
(-19384,-25829)
(-9310,31566)
(26100,-25771)
(14138,21743)
(-11012,2583)
(-29695,-30449)
(-8334,2278)
(-21749,-15712)
(-21559,-18695)
(32616,-5070)
(-1820,20053)
(-738,15793)
(-17846,-30729)
(-2005,-8953)
(13266,-9418)
(-4183,-19728)
(12335,-14199)
(-15761,-7285)
(10782,-22411)
(-9179,-18641)
(-17665,-17482)
(11881,13320)
(4721,-11873)
(18519,-15022)
(14250,18630)
(11061,-4543)
(22910,-8847)
(14753,28247)
(-11649,-4634)
(543,14124)
(26801,-32259)
(10459,-8884)
(-4806,5342)
(13374,2118)
(-18301,19383)
(2913,15454)
(1280,12310)
(4386,28757)
(-2983,-21670)
(17272,-21669)
(-9600,6542)
(-10074,-11522)
(8333,19723)
(-1375,-29864)
(-13846,6838)
(-26358,-20549)
(-16739,16546)
(-6890,-32369)
(-7368,-27226)
(-24225,-9967)
(-20146,-21817)
(22530,-1773)
(-30273,-7305)
(-4742,8297)
(-24766,12215)
(13598,-30453)
(7797,14006)
(23917,23973)
(2444,-28865)
(-29674,2203)
(11215,6965)
(21708,-351)
(11124,-7459)
(25948,-5027)
(-20289,-30264)
(-28578,18303)
(23473,-19153)
(-4819,-29216)
(-1826,22171)
(9479,-24136)
(-31229,40)
(-11843,5364)
(-29472,15076)
(32686,987)
(-15847,4987)
(2899,-21386)
(13872,-23931)
(771,-23250)
(15315,-15880)
(2825,5316)
(-16196,19186)
(9198,23869)
(27201,13155)
(-19568,1640)
(28178,-22457)
(30234,-21330)
(10012,-11242)
(640,26973)
(23947,23296)
(15532,27103)
(23607,-27827)
(22382,26844)
(-13154,-25409)
(21800,-20842)
(32558,-20484)
(-9986,-8775)
(30203,27408)
(-21775,22956)
(-1196,8294)
(-17712,-11785)
(-7595,-30578)
(2806,20557)
(-25668,-28878)
(27389,17551)
(7845,28705)
(-22483,-224)
(25560,25778)
(-17798,-12455)
(20383,-10992)
(16272,2351)
(-2914,22024)
(17517,-18205)
(11789,-15709)
(-9369,-23066)
(-29242,1474)
(-53,23092)
(26388,16922)
(32585,-23031)
(23612,18097)
(-8998,-8632)
(-26059,18264)
(5769,-23132)
(13572,3342)
(-9963,-19606)
(-20000,-24464)
(-1693,-21689)
(-25304,-10979)
(4550,22652)
(1023,27150)
(14675,-31443)
(-16885,-8966)
(-25134,4552)
(-17782,-14946)
(-10545,-29184)
(24764,-23642)
(20453,-1434)
(27596,-27824)
(-24691,-27843)
(10275,12810)
(-30042,20686)
(17570,-964)
(21529,4292)
(10936,-27780)
(15859,-13402)
(29508,10786)
(15961,11100)
(19167,6705)
(29482,27535)
(-10948,13824)
(14569,-6180)
(28084,4419)
(8505,-20835)
(-21779,-23849)
(-8701,8980)
(28257,9305)
(5290,25117)
(-27484,26758)
(28551,9140)
(29386,-18505)
(15193,9305)
(-2999,18159)
(-20570,-17768)
(-18979,19349)
(-25466,6174)
(-30399,-13605)
(3488,-7691)
(6936,-18526)
(-2863,-27237)
(-21045,14608)
(-10578,15796)
(2931,7733)
(30262,8162)
(-2025,-25781)
(-12284,-15409)
(1410,-4068)
(-10011,-16505)
(-10589,-4942)
(-25750,27687)
(-10279,-217)
(21007,-25818)
(16118,-23097)
(20496,8900)
(-31169,-1500)
(2606,-3828)
(15107,-23743)
(-18070,28551)
(21191,-3433)
(-20183,-15718)
(14998,-25913)
(-30514,-11216)
(12955,-17528)
(-10716,11360)
(20849,-22545)
(25400,9298)
(24966,-18644)
(18577,-24723)
(6801,-13420)
(-22130,9703)
(18294,-1172)
(-2617,-4702)
(-2304,13877)
(-9192,25996)
(-23806,-25602)
(8571,-12725)
(-18461,-25954)
(1792,-31515)
(24504,15668)
(-8109,6814)
(22160,-31737)
(-2352,5267)
(-26397,18084)
(-20129,6720)
(18978,19770)
(24572,-28703)
(11110,-11381)
(26303,-29328)
(588,24832)
(-12172,-28505)
(-26249,-38)
(14477,-2722)
(-22592,-27694)
(-7966,2481)
(10340,22835)
(-10575,-4708)
(15654,8500)
(12484,3204)
(9829,-17367)
(-22286,-28595)
(-16017,23535)
(-23271,29902)
(-9346,-23277)
(-17922,-6665)
(8382,22462)
(-14124,-15882)
(29169,-26823)
(10022,7869)
(13079,6357)
(-1627,24776)
(24528,8107)
(14118,24425)
(2468,30466)
(27654,-14370)
(4642,25048)
(4797,32154)
(-19842,2815)
(-21012,-25320)
(-12741,-2096)
(-7101,4907)
(-4556,4282)
(11584,-23220)
(23870,-23338)
(-23107,22086)
(-29958,-19467)
(-32708,2422)
(-11245,3136)
(23045,15125)
(17762,-15518)
(5159,5468)
(11282,-18634)
(13851,-27823)
(-22941,-14794)
(2943,25685)
(5193,9915)
(-26062,-23003)
(-1785,1382)
(1227,26722)
(13178,17228)
(-16945,20123)
(-24991,-5722)
(-19663,-11407)
(5217,-18807)
(-18926,-30949)
(28395,-10030)
(-6990,-2244)
(7524,-25182)
(6239,7291)
(-25256,24450)
(26723,-11836)
(-5118,-14316)
(21242,-28479)
(4780,32056)
(-8108,20620)
(10176,-15802)
(-4029,9525)
(16912,19000)
(-14915,-25410)
(-5386,800)
(22280,27905)
(-20388,-5422)
(-29549,24240)
(-17274,-1756)
(-326,-2809)
(8868,16988)
(-31702,-30605)
(-25097,11078)
(17295,18664)
(-14439,24160)
(6311,-15776)
(-9918,-11636)
(-11480,15925)
(-23264,-16390)
(-11922,16039)
(-30311,16170)
(3491,-13298)
(17159,11546)
(-30041,24065)
(-22875,2916)
(10967,-15075)
(-14697,17506)
(-20494,-27046)
(28373,1873)
(22930,-20838)
(10859,22045)
(-20219,-20683)
(-10109,10414)
(22645,-27753)
(31753,18860)
(10802,-6210)
(-7995,25081)
(-30754,7586)
(26747,20633)
(-13107,17512)
(13812,-15000)
(5661,-4317)
(17646,4036)
(28479,2550)
(-25453,22361)
(23913,31483)
(-15182,-30824)
(22399,-28198)
(19040,22286)
(-7385,-1099)
(-16226,22790)
(-6735,10046)
(4147,-32291)
(-29573,-3707)
(10568,5274)
(9658,16411)
(-7556,4940)
(-8194,-3921)
(17976,17283)
(-11912,-5523)
(20180,-24686)
(19038,-10803)
(26112,1665)
(-11486,20721)
(28184,-308)
(5172,25045)
(16576,6849)
(-29932,-9475)
(8034,-8998)
(18710,24671)
(15798,21859)
(-11200,-7797)
(-31869,12208)
(-13745,-29407)
(-9914,18319)
(6147,6196)
(-17600,19239)
(-31425,-9216)
(-22598,23760)
(-16492,18625)
(20309,-7752)
(-4073,3831)
(3438,-19403)
(-17667,-8522)
(-24646,-30811)
(-27879,-21248)
(31008,-20180)
