(3235,30612)
(27175,-27444)
(-20166,-26595)
(32544,12467)
(5670,-28910)
(15378,27606)
(14377,24471)
(16755,29521)
(-18985,21405)
(-10551,-20635)
(-6902,12466)
(17830,19624)
(2654,-4463)
(13596,25935)
(19408,21919)
(19054,13093)
(15427,6888)
(8447,-3512)
(10308,-18069)
(-3266,-15195)
(22652,-3998)
(-1200,-28010)
(-8867,4513)
(-14181,-30153)
(-3047,-13605)
(-14513,2075)
(-488,-16472)
(29376,-22050)
(674,28995)
(-13952,-15823)
(-29556,24185)
(17386,-1657)
(-19455,-27276)
(5261,21269)
(-11369,16129)
(-19112,14063)
(-5165,10285)
(24771,-24083)
(-3088,-9432)
(14630,23334)
(2335,-5566)
(-2669,-18091)
(26008,-4934)
(-31090,29786)
(-11051,13939)
(31579,-19130)
(29273,27318)
(-21209,1204)
(17417,10116)
(5461,-26509)
(9583,-17)
(3230,-2911)
(15863,-15017)
(-15641,-10585)
(-31154,19772)
(-5312,18126)
(-29495,-28958)
(-24547,-9457)
(-29970,-9904)
(-4668,19500)
(26583,13037)
(-15419,-18666)
(-9429,-21066)
(-25415,18140)
(-12589,11192)
(-31908,-9633)
(1486,-3976)
(-20687,19953)
(22618,-19206)
(-25609,-32129)
(-15286,8792)
(13581,24229)
(19996,22649)
(-32517,14689)
(17888,-30010)
(24109,1189)
(-17587,10351)
(-5618,6087)
(-7381,-8425)
(-32663,-3937)
(28799,-31620)
(-1386,-18939)
(-14844,17234)
(21305,12547)
(-30244,-21898)
(14523,-9059)
(1738,-27156)
(-29881,-17163)
(-31738,3649)
(23067,28757)
(26480,31642)
(-23653,7521)
(18531,29829)
(30802,-30595)
(-17961,19741)
(-10235,-25377)
(-20614,22120)
(-10446,-24884)
(-19828,25892)
(17100,8957)
(14186,16997)
(21919,-15569)
(-22902,-11167)
(26701,-7216)
(17525,3405)
(7153,23103)
(-24032,-19339)
(-14881,-17373)
(23676,15179)
(-812,7644)
(-2629,32144)
(-22555,-11391)
(-28748,12840)
(-4332,13868)
(-1866,17298)
(23054,-5313)
(-15588,-31789)
(18651,-12651)
(8814,-23089)
(2459,-18678)
(27489,6093)
(-11823,-14393)
(26992,-27761)
(6697,3987)
(20872,6941)
(-1008,19988)
(-21909,15984)
(16077,1037)
(20143,-7868)
(-18358,31427)
(31944,-17698)
(27889,-187)
(8524,-29397)
(-21934,19766)
(30290,28416)
(-5166,9951)
(-30362,3316)
(22859,-8475)
(-7768,-14348)
(13964,30029)
(-30670,13613)
(5033,24782)
(22012,-20217)
(19751,-26411)
(-21115,-19520)
(12140,29909)
(6700,-14000)
(18339,-14073)
(16918,-19701)
(-30302,29198)
(-12966,-17720)
(28156,16321)
(11870,14398)
(-12391,11769)
(27770,13108)
(-10610,-32037)
(6850,20657)
(22117,26798)
(-256,-9007)
(31257,22349)
(30418,-5914)
(16846,17139)
(-29981,-27965)
(-14657,21710)
(6212,-19046)
(-17007,-22066)
(14489,-11953)
(4722,11986)
(11895,15333)
(-24976,9395)
(-32606,-32015)
(-23576,12135)
(-23762,22696)
(3596,23730)
(4791,1646)
(-231,11614)
(1650,28066)
(-4984,19553)
(-31999,25563)
(-6283,-23194)
(-10986,4104)
(22907,30206)
(5191,5749)
(24284,22426)
(-31743,-26403)
(11168,-7257)
(31080,-8609)
(-26014,-25319)
(-26478,-11958)
(13938,-25742)
(-31223,-24982)
(-17493,30792)
(32614,-25765)
(-8851,7427)
(29196,-32553)
(23239,32598)
(-24285,3973)
(-6821,-30390)
(-12995,-17740)
(26522,24639)
(-1545,17968)
(-29555,23901)
(13767,-32603)
(-4243,27994)
(13847,14453)
(-2181,-29037)
(-25317,-32207)
(-9662,-19245)
(2054,9645)
(-28955,-7083)
(-960,7467)
(6023,31888)
(5125,-23693)
(24811,-7920)
(28259,5340)
(9934,17131)
(-26591,24212)
(17319,-4193)
(32645,17171)
(12441,-1128)
(-2051,3867)
(-11895,3473)
(-14151,21135)
(-12808,22869)
(12365,-7282)
(-7364,25432)
(1407,14242)
(-25256,8835)
(26017,-21086)
(21285,16905)
(-4673,-23669)
(27075,25352)
(-31171,2971)
(18785,31506)
(8268,-23031)
(28330,-17975)
(1063,4089)
(25407,-16548)
(15645,2306)
(1407,-3470)
(-22129,11366)
(-20586,-15732)
(-17755,-12120)
(-26374,-20785)
(-23229,11454)
(18477,-3427)
(-10315,32441)
(9817,-26270)
(-2609,-11299)
(-23705,-19782)
(-108,-321)
(-16508,13269)
(-27311,-3849)
(-16015,29136)
(30203,9174)
(3995,9974)
(30968,-23099)
(-7835,-30360)
(-5008,1743)
(3194,28997)
(15446,-22360)
(-846,-29209)
(30544,-25758)
(-12518,-10061)
(25075,2503)
(-24425,29583)
(2839,21732)
(24266,-9744)
(17123,1012)
(26128,-15745)
(24191,19592)
(-16253,26862)
(-5008,3125)
(29463,1922)
(5180,-20149)
(-106,-7955)
(5492,20322)
(-14918,7057)
(18156,-7418)
(28552,24249)
(-32749,16553)
(8955,20163)
(-28035,32632)
(8690,-16906)
(-14381,-17532)
(-32136,-29145)
(-6181,1700)
(-13305,-2272)
(3630,-22728)
(-9056,8005)
(17386,-6442)
(-19216,-12477)
(21560,-31288)
(-4033,-7043)
(11849,27003)
(20379,-2845)
(-18327,30993)
(-22666,-29669)
(-18591,30906)
(-15086,23077)
(-23845,10524)
(11514,32099)
(-15803,8642)
(31068,4747)
(-15574,-986)
(-8024,-19227)
(-30370,-25600)
(16556,-19693)
(-4398,-11550)
(4173,21471)
(-6437,10897)
(16951,4833)
(14509,9803)
(25572,13891)
(17627,29210)
(-18226,7081)
(-8545,2020)
(-18338,-17989)
(21429,31746)
(23170,-31661)
(10858,28119)
(-27312,30943)
(-32356,-20768)
(15558,8263)
(27759,31610)
(-9107,-9514)
(-4055,-29002)
(-14790,-23144)
(-32082,-17639)
(29711,-19452)
(-8355,-10193)
(-15616,30405)
(4300,-23453)
(-23235,-3332)
(24902,-32456)
(26650,13565)
(8104,-15121)
(-32188,10645)
(13574,14044)
(-5830,-19687)
(-10169,21862)
(-11369,7248)
(-5363,-31712)
(9928,-8930)
(-29690,3743)
(29783,6414)
(31831,22687)
(-11482,8185)
(16362,-4817)
(24337,-27668)
(-25116,-10310)
(-14348,-21539)
(25506,21149)
(6445,9023)
(-2826,1999)
(-1807,28806)
(-24465,-13111)
(-22043,-27041)
(-24904,-17018)
(-24647,16666)
(7112,-31269)
(-18205,-28798)
(-9541,-15188)
(14681,17267)
(10132,-20315)
(-24387,-26443)
(7621,-17286)
(-489,26519)
(31948,-6339)
(-13269,-22095)
(26636,-10363)
(-1469,-17822)
(20319,-5429)
(-25177,25183)
(30866,-23888)
(5425,-6304)
(15856,-14783)
(-23477,2180)
(-10607,22270)
(20941,18915)
(-31258,-27439)
(-20107,-11745)
(-21027,-11620)
(-11181,-26669)
(19619,-18795)
(14256,855)
(23613,27120)
(7868,-8326)
(5908,-11449)
(-11993,520)
(-24796,-22752)
(-26165,27150)
(6405,6568)
(-16224,20361)
(-19468,-645)
(-29752,2618)
(-21735,-21089)
(43,-2721)
(27929,-31110)
(27317,-15611)
(-29575,-16673)
(-20538,32065)
(31221,-3850)
(8802,-10258)
(-8360,-25629)
(5205,-4446)
(-22494,-26976)
(-19463,28444)
(-31271,26812)
(-23436,26143)
(27984,-9663)
(13556,-29060)
(10329,14945)
(-13739,-4181)
(-2767,-4568)
(20765,24773)
(25219,9188)
(-23918,-20492)
(-31663,8408)
(-4172,-11043)
(5904,14145)
(27516,-6758)
(21761,32481)
(-7804,-19451)
(25793,24003)
(-11935,-32280)
(-12041,-24898)
(16557,-32757)
(32728,6114)
(-8718,-32344)
(-4281,1699)
(18305,4485)
(21149,-28536)
(19172,-6696)
(-5903,6558)
(-7198,299)
(10956,25485)
(5064,13624)
(10393,2683)
(-31408,17853)
(-7071,18249)
(-27985,9356)
(-503,10890)
(-22037,-7145)
(-24630,2454)
(-29998,18922)
(-13621,-10841)
(-17939,2437)
(-25130,-31077)
(-16492,6665)
(16806,-21414)
(-24240,18183)
(-4846,-16628)
(-22579,13477)
(-3912,26142)
(18803,21339)
(2798,-11151)
(-2556,-6948)
(-8536,1196)
(7807,5530)
(-5487,-17981)
(-3912,-18223)
(8977,31373)
(-6589,-4494)
(4646,27425)
(16426,3643)
(31906,-2708)
(-32058,13413)
(10872,6298)
(22115,27803)
(-2830,-18880)
(30461,19993)
(18926,-7435)
(16070,9806)
(-23682,31394)
(17293,-6290)
(-8273,15989)
(-7192,17343)
(-5237,30299)
(-23999,6040)
(31854,-14202)
(-22454,2316)
(-1511,10562)
(17276,-20702)
(11846,25269)
(-18661,15926)
(-13894,-25834)
(20955,11762)
(32580,-25513)
(-1152,15084)
(13759,-8071)
(27488,-2003)
(28316,-26662)
(-27421,-24124)
(-18155,-30974)
(10554,4143)
(18922,5414)
(26988,-30540)
(23859,-12788)
(29530,-542)
(-5760,31605)
(-21123,-5786)
(-29652,17536)
(-28563,-30978)
(31272,10195)
(-4414,23334)
(-26169,19277)
(-27816,-16213)
(-9360,26454)
(-5959,-24560)
(4387,26450)
(-4878,11331)
