(-7426,18644)
(-19938,5462)
(6717,32261)
(20647,9169)
(-24074,19854)
(-12350,29452)
(4683,5017)
(14565,-10523)
(-2227,6191)
(-26139,-8591)
(-10713,31506)
(31142,-4858)
(-18869,12223)
(-29481,-5027)
(-15815,21444)
(-1714,-9456)
(-11301,16452)
(-11457,13096)
(-17583,14873)
(-23789,-20647)
(14945,3416)
(32499,8906)
(5255,15499)
(-26843,-2959)
(31166,10678)
(12703,20501)
(-13897,-23817)
(18613,32065)
(26898,-2994)
(43,8985)
(1921,-13295)
(18955,-3703)
(-13927,-5840)
(28730,27766)
(-27037,-4793)
(-29671,32575)
(-29551,5652)
(17970,-7038)
(-31435,-6707)
(-10397,16105)
(-21235,-12206)
(24705,12916)
(23245,20364)
(-22285,7105)
(-13107,-31174)
(15175,-14104)
(-10249,-9884)
(-14095,467)
(-24544,-11283)
(21754,19278)
(11421,-5246)
(-13966,-28038)
(-5400,-16893)
(10508,-24208)
(-29415,-3934)
(-10932,1242)
(-1492,12576)
(18926,-8411)
(15890,-17784)
(29459,-15678)
(-29968,-9472)
(-29344,-27159)
(-25100,26896)
(8359,30830)
(24116,19592)
(-23465,-1952)
(-17566,-29847)
(-22042,-16464)
(4988,29336)
(-23655,-30822)
(30622,18289)
(26124,-25420)
(-4295,22102)
(22091,-18337)
(10953,-32482)
(-24389,-20572)
(-9629,-26262)
(28469,12579)
(-18065,28136)
(3095,11196)
(-14096,12825)
(-19288,21171)
(4108,13808)
(-17606,19226)
(-28346,-20215)
(-13540,7393)
(4402,13050)
(26680,-21720)
(4643,-7764)
(-5741,13072)
(1791,-23139)
(30139,-24959)
(21923,19746)
(-32511,13680)
(-4141,-319)
(-19529,12105)
(31789,23712)
(30865,17067)
(25437,-25097)
(6774,19564)
(12223,-9246)
(-3595,3165)
(11853,-24589)
(-16064,12548)
(13012,-3090)
(6582,-29036)
(-22043,13884)
(30078,31385)
(-8408,11568)
(-10100,-25196)
(-29023,8298)
(-17924,-27669)
(26414,32062)
(-23745,-1014)
(-6720,-8890)
(-9239,-4824)
(1034,26858)
(25911,-1144)
(-2598,8586)
(-19511,-18294)
(-10095,-19696)
(-18565,-11242)
(-17894,21787)
(8869,8978)
(-1273,12136)
(-929,3336)
(19748,-17827)
(-18975,-7112)
(-28783,-6855)
(-11896,-2490)
(4431,-24256)
(-11026,5944)
(10807,9469)
(16712,-25734)
(-26913,29284)
(-25160,-18400)
(3362,10755)
(25980,10562)
(28187,-16453)
(-15469,-5092)
(29650,20695)
(26844,12298)
(-9001,6169)
(32139,16800)
(13851,-30333)
(22574,-17884)
(-11804,28587)
(26396,7388)
(-32471,27929)
(29626,31878)
(-25456,14899)
(17116,-2222)
(28487,3122)
(-18049,18918)
(-10019,-31840)
(29148,-27579)
(-28791,-13262)
(14409,21188)
(8543,-2110)
(696,31657)
(996,-1139)
(9349,30429)
(71,24917)
(3684,-7770)
(-32518,-13431)
(12215,-9715)
(-18429,3337)
(26522,-27194)
(23261,-11679)
(-18173,-17276)
(1988,23211)
(-4673,-2914)
(-1139,2593)
(-1543,-418)
(27518,-32253)
(-18625,-6354)
(-23371,6268)
(25633,15948)
(-12809,-7364)
(4753,23395)
(-15417,-2032)
(3301,22818)
(18635,-27264)
(-2193,1225)
(9183,15793)
(29154,8749)
(-4177,3111)
(-14698,-30506)
(-29331,26699)
(-12488,30697)
(1427,2697)
(-12994,-21354)
(-26354,-651)
(25237,-2939)
(26702,30675)
(-18747,3834)
(-22096,-19283)
(7,24841)
(18358,31315)
(23737,-18444)
(17280,3302)
(-7922,28192)
(23520,-21168)
(-11856,-30371)
(30554,-20892)
(12810,-20386)
(-17332,25574)
(-31250,-21235)
(20141,-1434)
(8788,8407)
(-5671,-16243)
(-2423,-10267)
(-11761,-27496)
(-27378,18823)
(-3967,23347)
(-1229,-10927)
(21047,21128)
(28697,11772)
(2913,-27405)
(-28337,32320)
(-21211,-19154)
(5145,-1798)
(2885,-15367)
(-9455,-14646)
(19037,-11799)
(27808,-1886)
(-1962,22084)
(-4068,-19641)
(-641,-5999)
(26594,28196)
(28362,-18804)
(-5112,-25273)
(-14408,23474)
(-12881,25537)
(21934,-25406)
(-11128,-607)
(-20064,30732)
(-5441,-15655)
(22830,13558)
(-15180,15325)
(-1042,22179)
(-32450,31007)
(2439,28215)
(21740,29965)
(23028,23733)
(30058,-14419)
(27673,13751)
(28606,-25585)
(27090,-4158)
(30618,4146)
(28521,3945)
(7112,3485)
(-6520,3710)
(20502,-18126)
(1419,-28855)
(-31882,-25469)
(22046,17868)
(-4771,18390)
(-9463,14912)
(1257,-29094)
(24752,1536)
(11823,-15442)
(9357,31272)
(-14017,-2598)
(-15810,-20377)
(3848,29154)
(12438,-25262)
(7067,-26817)
(27348,-25887)
(23296,-22470)
(-32364,-13950)
(18469,-22111)
(-14030,22308)
(-17772,22345)
(-12462,-11565)
(-19865,11458)
(-22156,-19658)
(-15998,25259)
(27730,20669)
(-15699,24186)
(27776,20055)
(-16483,26049)
(14744,19966)
(2950,-28772)
(-11622,-10205)
(-28503,-429)
(-9292,21406)
(32190,26844)
(26488,-715)
(-19092,-1307)
(28263,5065)
(24704,1577)
(5434,22915)
(-8110,14717)
(30701,-15531)
(18936,26071)
(-12645,-20737)
(-1035,-9347)
(7205,7405)
(-9787,21706)
(-4757,-26839)
(-7987,27957)
(3375,-22707)
(20355,31810)
(-26636,-23643)
(31451,6578)
(13461,-306)
(-23735,11131)
(-14504,-11893)
(-3873,32120)
(1143,12654)
(28473,27195)
(-4204,-31094)
(233,11088)
(-31409,27074)
(6280,-17561)
(-16952,-2850)
(5629,4378)
(26397,-10750)
(-10330,31535)
(-3706,31340)
(24658,5901)
(22604,-30164)
(25003,15737)
(17742,24034)
(20320,-6335)
(19410,-21472)
(7233,3605)
(-21535,-4661)
(1041,-11740)
(-6560,-8084)
(-11937,24877)
(-14605,-3773)
(-24195,4874)
(31730,-23352)
(-23603,-11167)
(22346,-32269)
(-32171,30599)
(13199,-24895)
(17519,-4310)
(28454,-14671)
(16567,-2351)
(23955,-24551)
(-3917,-22530)
(-26930,-13430)
(28768,13898)
(19029,-14400)
(11752,-10125)
(8546,-114)
(-10844,434)
(-1887,-11050)
(16862,23753)
(286,-32424)
(-24254,2325)
(-16473,-32505)
(-31294,-26172)
(-4990,-22578)
(-28540,-31693)
(-23785,-19591)
(3714,176)
(-5434,-23585)
(-14068,-21945)
(16995,8576)
(-25089,20206)
(-18910,32111)
(27106,21869)
(11959,-14020)
(-20095,-10058)
(-26889,30610)
(-14567,-11538)
(-31508,-11845)
(7431,18540)
(-13679,-24202)
(-31311,-23196)
(-13064,20191)
(26071,28530)
(-8880,25385)
(6097,27095)
(-359,-18363)
(15108,-24141)
(-19368,8387)
(-13295,-15205)
(20403,-31435)
(11050,-28681)
(3155,29204)
(-8268,24845)
(-1507,-27487)
(-23720,7719)
(-13383,7592)
(17552,25251)
(11101,26259)
(-15964,-2089)
