(-13917,25676)
(-12057,10210)
(-3634,-10015)
(24048,-11299)
(-26529,21085)
(16301,24159)
(-1193,-21257)
(9381,-20951)
(13219,-13286)
(-13623,31354)
(19102,-25444)
(-17790,15360)
(-1510,-9394)
(-15532,8944)
(-6501,11920)
(5483,-5718)
(14603,2671)
(-27813,-15991)
(-7950,22301)
(-2620,23871)
(-6647,-32603)
(-6421,-19651)
(752,27930)
(27392,-27264)
(30835,-9446)
(-19703,20278)
(-1450,17127)
(28154,-28951)
(-24343,-15861)
(11577,16979)
(27987,-13779)
(3823,18773)
(-7874,8418)
(-1282,-3696)
(-27628,-18632)
(18576,-24114)
(31086,-10543)
(-19774,4273)
(10128,721)
(-12944,11277)
(19450,28816)
(22332,-27464)
(-8489,-23774)
(27791,24362)
(-18229,4308)
(1807,-23444)
(-26384,-3057)
(23418,-11083)
(26774,8694)
(23504,-9984)
(-20055,-22149)
(7917,27939)
(-10269,-26850)
(-7175,29984)
(6257,2247)
(28943,3143)
(18469,-2921)
(-30685,-7159)
(-14730,15898)
(27258,29186)
(-23688,-10576)
(16614,-27656)
(-24343,-17541)
(-18439,2193)
(19070,-32018)
(-20078,578)
(-26513,-27994)
(2557,-2850)
(-3021,23936)
(14973,-264)
(24000,-12438)
(-21780,-5798)
(-15742,-27010)
(-21240,27490)
(-7571,32176)
(-563,15464)
(21258,-16688)
(3810,21640)
(7034,27538)
(17070,23934)
(-4401,-7839)
(-28891,16487)
(-9526,-13288)
(-19482,616)
(25072,32489)
(7626,20247)
(24661,17396)
(-21179,-11628)
(4902,-4928)
(18948,-18622)
(14453,-22029)
(221,-21041)
(2203,-20814)
(-9823,20792)
(19417,27293)
(-32377,20405)
(-25328,-2978)
(644,14396)
(4638,-8898)
(30594,-6488)
(-8588,25130)
(3996,-29230)
(17396,-21495)
(-26120,-25301)
(-30617,1669)
(-31063,6505)
(17864,15022)
(13968,27484)
(-20737,11676)
(25133,-12752)
(20350,23540)
(18302,20904)
(-15967,-2027)
(13343,32737)
(3530,-7694)
(-19822,-27376)
(20690,-28250)
(-3874,20746)
(18449,23389)
(-4133,-25885)
(10694,24156)
(-11828,30892)
(31780,-12901)
(13498,5277)
(-10469,26702)
(-10901,-13532)
(-4813,18867)
(-26785,-3325)
(3659,19643)
(28225,-27875)
(14181,5310)
(15491,486)
(-2490,-16393)
(23066,-20835)
(2339,3211)
(-6287,-9067)
(-23401,14420)
(29899,26746)
(1779,-23555)
(18255,22681)
(17746,23620)
(12236,28946)
(1478,-14329)
(-21120,29183)
(-12243,-28866)
(-21131,-18784)
(8668,-14780)
(5666,-14066)
(-17532,-30647)
(-27520,-30729)
(-18311,12050)
(30195,-11498)
(9220,7026)
(24202,16178)
(13281,-19381)
(21053,15717)
(-16530,-25395)
(30890,28015)
(7545,27646)
(-11453,-4822)
(-7191,31187)
(6589,-10025)
(-10600,-4307)
(-24730,-23523)
(7174,6243)
(-27126,-6447)
(-31721,18061)
(7981,10547)
(3667,18532)
(-18213,19798)
(-14415,-10656)
(20777,27598)
(-1938,30896)
(-5546,-24536)
(-13723,-16638)
(-10665,21926)
(-25007,1169)
(-18623,-5267)
(18747,-20560)
(-27025,-32518)
(4718,26157)
(-6084,-21369)
(-28916,-1501)
(21750,-14615)
(28113,26276)
(-26117,-8678)
(-880,-5363)
(-25304,27065)
(27488,-32756)
(-16942,-13302)
(7973,1599)
(24893,4719)
(11728,-24600)
(31880,8038)
(13055,-7207)
(-5979,32153)
(9027,27498)
(-15745,20940)
(-32329,-8837)
(5275,29639)
(13626,2811)
(-24490,-15197)
(-32532,12112)
(-13424,23746)
(32757,15339)
(19821,-17299)
(413,-28424)
(-3979,9448)
(24725,14363)
(-11347,-20513)
(-19231,14781)
(-11623,7293)
(21304,19276)
(-15318,-27780)
(6010,-28986)
(19176,-11626)
(27130,-8710)
(-20298,14726)
(3638,29128)
(10650,-11064)
(6171,-21239)
(-25641,-10829)
(-5652,-32051)
(11890,-13233)
(29184,-6578)
(-16110,25664)
(31572,16643)
(-13150,-31265)
(7502,-27874)
(-21370,7202)
(14135,23758)
(13013,-23430)
(-23986,10716)
(-21670,19792)
(-12201,-10652)
(-25411,-26836)
(-27683,18045)
(23629,-9211)
(-20509,-10266)
(-10289,15428)
(-14580,23697)
(14786,-23419)
(10580,4358)
(-13410,28072)
(19709,27972)
(-31249,-9176)
(2720,-9778)
(11628,30906)
(26508,18820)
(1926,-26202)
(-16531,-20778)
(-15767,4648)
(-25378,17674)
(18000,-12356)
(29136,19601)
(-16254,15433)
(13917,-25676)
(-8367,-21938)
(-11350,-7449)
(-16216,-26485)
(-7409,31119)
(-2015,27233)
(-17307,17545)
(-9061,8507)
(-18659,6698)
(-16437,7794)
(-372,-23172)
(21184,-8632)
(-1764,11398)
(-17762,-2424)
(8645,20626)
(7149,30088)
